,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
3182,1.696,0.086,241.27,7.0,0,0,19,17,5,19
3183,0.508,0.204,244.25,2.2,0,1,0,18,2,1
3184,5.948,0.258,235.83,25.2,0,74,18,4,1,92
3185,2.2,0.0,239.1,10.2,11,0,18,9,5,29
3186,0.662,0.092,239.6,2.8,0,3,1,27,9,4
3187,0.268,0.194,237.68,1.4,0,1,0,1,5,1
3188,0.238,0.0,241.71,1.0,0,0,1,27,4,1
3189,0.58,0.162,241.06,2.8,0,1,0,3,11,1
3190,0.68,0.088,242.34,2.8,0,0,0,10,6,0
3191,3.126,0.326,238.17,13.4,0,0,18,19,9,18
3192,0.292,0.072,243.0,1.4,0,0,1,29,9,1
3193,0.246,0.104,243.01,1.2,0,0,0,25,6,0
3194,0.34,0.078,243.89,1.4,0,0,0,16,2,0
3195,0.104,0.0,242.18,0.4,0,0,0,18,8,0
3196,0.222,0.046,244.44,1.0,0,0,0,29,3,0
3197,2.494,0.13,243.42,10.4,0,1,18,13,11,19
3198,1.29,0.052,238.64,5.4,0,0,18,24,10,18
3199,0.268,0.0,244.64,1.2,0,0,1,22,10,1
3200,1.384,0.068,237.44,5.8,0,0,17,6,3,17
3201,0.226,0.0,243.14,1.0,0,0,0,26,2,0
3202,0.22,0.0,241.35,1.0,0,0,0,23,2,0
3203,3.572,0.202,230.99,15.4,0,0,16,19,2,16
3204,1.292,0.112,240.15,5.4,0,0,18,17,6,18
3205,3.69,0.0,238.33,15.4,0,0,17,13,3,17
3206,0.406,0.168,242.3,1.8,0,0,1,10,4,1
3207,1.96,0.0,246.26,8.2,0,0,19,18,1,19
3208,0.782,0.0,240.47,3.2,0,0,0,31,12,0
3209,4.926,0.0,235.55,20.8,36,0,17,30,11,53
3210,0.228,0.0,235.16,1.0,0,0,0,22,7,0
3211,1.712,0.286,242.37,7.0,0,4,18,17,1,22
3212,1.962,0.186,242.61,8.0,0,0,18,29,1,18
3213,0.254,0.0,241.16,1.0,0,0,1,5,5,1
3214,1.238,0.0,247.43,6.6,0,0,0,24,12,0
3215,0.394,0.078,240.91,1.6,1,0,0,22,3,1
3216,0.112,0.0,241.22,0.4,0,0,0,11,6,0
3217,3.852,0.0,236.65,16.2,37,0,18,4,6,55
3218,1.192,0.0,240.9,4.8,0,0,1,30,6,1
3219,1.538,0.0,241.3,6.4,0,0,0,6,12,0
3220,0.978,0.198,238.82,4.2,0,0,11,6,10,11
3221,0.518,0.278,242.74,2.8,0,1,5,30,6,6
3222,1.73,0.196,244.08,7.2,1,1,7,7,4,9
3223,0.202,0.14,241.58,1.0,0,0,0,16,8,0
3224,1.674,0.16,245.04,6.8,1,0,18,20,11,19
3225,1.41,0.068,239.45,5.8,0,0,19,16,4,19
3226,0.502,0.122,241.58,2.2,0,0,0,25,10,0
3227,0.266,0.052,236.35,1.2,0,0,0,15,5,0
3228,0.202,0.126,237.11,1.0,0,0,0,14,8,0
3229,0.9,0.266,240.07,4.0,0,0,11,25,8,11
3230,0.974,0.0,238.26,4.0,0,0,0,8,5,0
3231,1.142,0.358,238.11,5.0,0,7,1,30,12,8
3232,0.248,0.0,243.54,1.0,0,0,1,3,5,1
3233,0.49,0.1,243.69,2.2,0,0,0,4,3,0
3234,0.228,0.13,244.12,1.0,0,1,1,6,8,2
3235,0.538,0.272,245.41,2.4,0,1,0,2,1,1
3236,0.22,0.0,240.96,1.0,0,0,0,2,11,0
3237,0.45,0.36,238.09,2.4,0,1,0,1,5,1
3238,0.326,0.136,244.14,1.4,0,0,0,28,2,0
3239,1.08,0.372,242.05,4.6,0,1,1,2,11,2
3240,1.164,0.054,235.66,5.0,0,0,0,31,5,0
3241,1.68,0.0,243.21,6.8,0,0,18,27,12,18
3242,0.232,0.084,241.23,1.0,0,0,1,2,6,1
3243,0.414,0.242,245.1,1.8,0,2,0,8,11,2
3244,0.192,0.088,234.79,0.8,0,1,0,19,7,1
3245,0.612,0.172,241.71,2.8,0,0,0,1,12,0
3246,0.992,0.068,243.76,4.8,0,0,0,4,3,0
3247,2.96,0.468,240.34,12.6,0,0,18,6,1,18
3248,1.84,0.224,240.63,7.6,0,1,18,16,6,19
3249,1.544,0.076,241.78,6.4,0,0,18,22,11,18
3250,2.736,0.092,233.21,11.8,0,0,0,16,1,0
3251,0.32,0.092,235.95,1.4,0,0,0,29,5,0
3252,1.4,0.07,242.79,5.6,0,0,18,12,1,18
3253,0.342,0.262,242.85,1.8,0,2,1,16,7,3
3254,4.592,0.33,239.57,19.2,39,3,18,2,12,60
3255,1.754,0.202,239.49,7.4,0,0,18,16,5,18
3256,1.892,0.098,240.43,7.8,0,0,2,2,11,2
3257,0.96,0.158,240.19,4.0,0,0,1,3,11,1
3258,0.228,0.0,245.67,1.0,0,0,0,13,12,0
3259,0.256,0.0,245.05,1.0,0,0,1,19,10,1
3260,0.136,0.0,235.7,0.6,0,0,1,3,8,1
3261,3.174,0.196,236.8,13.4,1,1,18,15,10,20
3262,0.32,0.048,239.99,1.4,0,0,0,28,1,0
3263,0.43,0.164,239.34,1.8,0,0,1,18,9,1
3264,4.996,0.066,240.33,20.8,38,0,0,27,8,38
3265,0.228,0.054,241.51,1.0,0,0,0,18,10,0
3266,0.514,0.17,243.43,2.2,0,0,1,27,1,1
3267,2.886,0.218,240.83,12.0,38,1,1,14,10,40
3268,1.242,0.17,236.73,5.2,0,0,0,15,3,0
3269,2.82,0.266,242.76,11.6,1,20,18,2,7,39
3270,0.494,0.12,243.85,2.0,0,0,1,10,7,1
3271,0.266,0.102,242.58,1.2,0,0,1,17,8,1
3272,1.872,0.466,236.94,8.2,0,0,23,10,7,23
3273,0.35,0.068,247.98,1.4,0,0,0,9,1,0
3274,0.514,0.39,240.51,2.6,0,1,0,22,8,1
3275,1.024,0.0,245.82,4.2,0,0,0,26,1,0
3276,0.188,0.16,243.83,1.0,0,0,1,25,8,1
3277,0.402,0.244,241.6,2.0,0,0,1,21,5,1
3278,4.102,0.252,232.65,17.6,36,1,17,14,6,54
3279,0.282,0.224,240.73,1.4,0,2,1,7,8,3
3280,1.722,0.0,240.38,7.2,1,0,18,20,7,19
3281,0.334,0.09,240.26,1.4,0,0,1,17,5,1
3282,1.338,0.062,239.16,5.6,0,0,18,2,4,18
3283,1.68,0.176,243.38,6.8,1,0,19,13,3,20
3284,2.69,0.212,243.96,11.0,40,1,1,14,9,42
3285,0.148,0.0,242.09,0.6,0,0,1,10,9,1
3286,1.75,0.088,248.1,7.0,0,1,0,28,12,1
3287,0.438,0.114,239.91,1.8,0,0,0,11,10,0
3288,0.3,0.156,241.27,1.6,0,0,0,6,8,0
3289,2.738,0.156,235.42,11.6,1,38,0,24,6,39
3290,0.37,0.208,239.43,1.8,0,1,0,26,2,1
3291,0.234,0.0,244.88,1.0,0,0,0,4,4,0
3292,1.354,0.046,240.29,5.6,0,0,19,14,4,19
3293,0.36,0.072,246.54,1.6,0,0,0,5,2,0
3294,2.072,0.0,240.94,8.6,0,0,18,25,11,18
3295,0.248,0.146,242.11,1.2,0,2,1,11,8,3
3296,0.468,0.222,240.8,2.0,0,1,0,20,3,1
3297,0.28,0.23,242.5,1.4,0,1,1,23,7,2
3298,3.142,0.12,240.09,13.8,0,0,18,5,12,18
3299,0.228,0.0,242.39,1.0,0,0,0,16,3,0
3300,0.404,0.262,241.51,2.0,1,0,1,23,7,2
3301,0.332,0.232,240.65,1.6,0,1,1,5,9,2
3302,1.644,0.094,240.05,6.8,0,2,18,15,9,20
3303,0.222,0.12,239.3,1.0,0,1,0,1,8,1
3304,0.29,0.062,241.15,1.4,0,0,0,20,11,0
3305,0.49,0.062,237.89,2.2,0,2,0,20,5,2
3306,2.152,0.216,241.2,8.8,2,0,17,8,3,19
3307,0.3,0.066,239.85,1.2,0,0,0,21,2,0
3308,0.25,0.07,239.56,1.0,0,0,1,15,6,1
3309,4.784,0.112,237.7,20.0,38,0,18,10,4,56
3310,1.704,0.124,239.38,7.0,0,0,17,31,1,17
3311,1.45,0.048,239.15,6.0,0,0,18,4,2,18
3312,0.36,0.25,243.57,1.8,0,1,0,31,12,1
3313,0.392,0.0,242.32,1.8,0,0,1,30,5,1
3314,0.182,0.062,236.48,0.8,0,0,0,23,4,0
3315,2.022,0.324,237.34,8.6,1,0,11,8,10,12
3316,1.926,0.266,239.58,8.0,0,1,1,25,10,2
3317,0.38,0.064,242.55,1.6,0,0,0,17,4,0
3318,0.612,0.188,241.76,2.8,0,0,0,2,11,0
3319,0.252,0.046,245.55,1.0,0,0,0,18,12,0
3320,1.44,0.126,243.68,5.8,0,0,19,19,1,19
3321,0.44,0.23,244.99,2.0,0,2,1,21,10,3
3322,0.11,0.0,240.97,0.6,0,0,0,24,9,0
3323,3.284,0.114,235.57,13.8,0,0,1,29,10,1
3324,0.232,0.114,242.54,1.0,0,0,1,29,9,1
3325,1.254,0.0,237.72,5.2,0,0,17,27,3,17
3326,0.322,0.0,244.99,1.4,0,1,1,25,12,2
3327,0.348,0.0,245.37,1.4,0,0,0,4,12,0
3328,0.296,0.088,240.36,1.2,0,1,0,15,3,1
3329,0.128,0.0,240.76,0.6,0,0,0,20,4,0
3330,0.322,0.052,241.78,1.4,0,0,0,28,1,0
3331,3.246,0.066,238.28,13.6,37,0,0,12,7,37
3332,1.262,0.0,238.4,5.2,0,0,18,22,10,18
3333,1.318,0.05,241.37,5.4,0,0,19,20,10,19
3334,2.224,0.0,231.72,9.6,0,0,16,9,5,16
3335,0.416,0.22,241.55,1.8,0,2,1,7,5,3
3336,4.244,0.566,237.21,18.0,39,1,0,13,1,40
3337,0.418,0.222,241.65,2.0,0,0,1,25,6,1
3338,0.292,0.0,244.5,1.2,0,0,0,17,2,0
3339,0.166,0.0,242.23,0.8,0,0,1,26,7,1
3340,0.422,0.192,240.06,1.8,0,0,0,8,10,0
3341,1.32,0.09,234.41,5.6,0,0,17,6,5,17
3342,0.48,0.076,240.08,2.0,0,0,0,22,9,0
3343,0.298,0.11,241.83,1.2,0,1,1,29,6,2
3344,3.344,0.306,236.04,14.2,0,0,17,20,12,17
3345,0.38,0.24,241.4,1.8,0,2,0,9,6,2
3346,1.444,0.198,236.8,6.0,0,0,18,24,6,18
3347,0.346,0.156,238.79,1.6,2,0,0,9,8,2
3348,1.282,0.0,239.47,5.2,0,0,18,29,3,18
3349,0.228,0.0,249.21,1.0,0,0,0,22,12,0
3350,0.216,0.0,244.8,0.8,0,0,0,19,12,0
3351,2.424,0.056,240.6,10.0,0,0,0,28,11,0
3352,2.524,0.282,240.79,10.4,0,0,28,6,2,28
3353,0.082,0.0,241.71,0.2,0,0,1,13,8,1
3354,1.742,0.188,234.53,7.4,0,0,17,26,5,17
3355,1.674,0.228,240.13,7.0,1,5,19,7,9,25
3356,0.542,0.078,237.21,2.4,0,1,0,1,5,1
3357,0.428,0.26,242.61,2.0,0,1,1,31,5,2
3358,0.28,0.0,246.03,1.2,0,0,0,30,3,0
3359,3.418,0.37,237.01,14.4,37,1,12,9,10,50
3360,4.316,0.268,237.47,18.2,0,0,0,19,10,0
3361,0.292,0.086,243.32,1.2,0,0,0,27,2,0
3362,1.128,0.0,242.38,4.6,0,0,0,22,10,0
3363,0.28,0.0,247.12,1.2,0,0,0,9,2,0
3364,0.32,0.1,241.29,1.4,0,0,0,15,10,0
3365,0.42,0.098,242.68,1.8,0,0,0,28,4,0
3366,0.174,0.0,242.93,0.8,0,0,0,8,9,0
3367,4.724,0.564,239.43,21.0,9,20,18,16,1,47
3368,0.536,0.312,235.4,2.6,0,1,0,3,6,1
3369,1.45,0.106,234.47,6.2,0,0,16,30,5,16
3370,1.954,0.074,236.21,8.2,0,0,17,10,11,17
3371,0.752,0.122,236.89,3.2,0,0,0,15,11,0
3372,0.378,0.22,249.2,1.6,0,2,0,2,2,2
3373,0.49,0.086,247.74,2.2,0,0,0,17,1,0
3374,1.28,0.0,241.19,5.2,0,0,18,8,7,18
3375,1.066,0.36,238.27,4.6,0,2,13,21,8,15
3376,0.754,0.11,241.88,3.2,0,0,0,24,10,0
3377,0.308,0.072,244.87,1.2,0,0,1,5,4,1
3378,1.402,0.078,243.68,5.6,0,0,18,15,1,18
3379,0.082,0.0,242.73,0.2,0,0,0,27,8,0
3380,0.242,0.0,246.13,1.0,0,1,0,18,3,1
3381,3.206,0.0,240.74,13.2,0,38,0,1,3,38
3382,1.46,0.12,240.55,6.0,2,0,19,19,6,21
3383,0.23,0.116,239.96,1.0,0,2,1,8,7,3
3384,2.136,0.138,238.52,9.0,0,0,18,23,5,18
3385,0.298,0.07,234.92,1.2,0,0,0,22,5,0
3386,0.206,0.0,241.9,1.0,0,0,0,16,9,0
3387,0.522,0.074,246.86,2.4,0,2,0,1,12,2
3388,0.218,0.098,242.08,1.0,0,0,1,17,8,1
3389,0.27,0.0,245.44,1.2,0,0,0,16,2,0
3390,1.7,0.0,239.81,7.0,0,2,0,4,3,2
3391,0.19,0.092,241.67,0.8,0,1,0,25,6,1
3392,1.274,0.0,238.94,5.2,0,0,18,9,11,18
3393,0.5,0.186,240.82,2.2,0,0,0,22,5,0
3394,0.45,0.258,241.86,2.0,0,2,1,23,5,3
3395,0.334,0.146,246.03,1.4,0,0,0,29,1,0
3396,1.572,0.06,239.6,6.6,0,2,1,14,4,3
3397,0.138,0.0,244.26,0.6,0,0,0,4,7,0
3398,0.224,0.09,236.07,1.0,0,0,0,8,8,0
3399,1.3,0.19,238.2,5.4,0,0,18,28,8,18
3400,1.58,0.316,241.06,7.0,0,2,1,4,6,3
3401,0.178,0.148,239.67,0.8,0,0,1,7,8,1
3402,1.284,0.084,246.0,6.8,0,16,0,4,2,16
3403,1.844,0.304,242.33,7.6,0,1,18,12,4,19
3404,0.326,0.072,246.16,1.4,0,0,0,7,2,0
3405,1.708,0.512,239.6,7.4,0,1,18,5,7,19
3406,1.322,0.118,238.64,5.4,1,0,17,29,8,18
3407,2.414,0.094,231.4,10.4,0,35,1,27,5,36
3408,1.252,0.0,241.41,5.2,0,0,18,18,6,18
3409,0.316,0.098,241.27,1.4,0,0,1,23,5,1
3410,0.158,0.0,234.51,0.8,0,0,0,4,5,0
3411,1.432,0.09,245.2,5.8,0,0,18,8,3,18
3412,0.204,0.0,240.29,0.8,0,0,0,25,10,0
3413,0.27,0.052,240.2,1.2,0,0,0,1,2,0
3414,0.184,0.0,239.64,0.8,0,0,0,16,9,0
3415,0.566,0.074,241.54,2.6,0,0,0,5,1,0
3416,4.338,0.194,232.79,19.0,0,27,16,21,1,43
3417,0.424,0.182,240.71,2.0,0,2,1,1,5,3
3418,0.366,0.074,242.62,1.6,0,0,0,5,11,0
3419,0.286,0.214,241.93,1.4,0,0,0,11,9,0
3420,0.148,0.0,239.44,0.6,0,0,0,22,7,0
3421,0.2,0.0,240.83,0.8,0,0,1,17,6,1
3422,1.27,0.11,237.17,5.4,0,0,17,3,8,17
3423,0.508,0.246,243.05,2.4,0,1,1,17,4,2
3424,3.456,0.164,238.76,14.4,0,0,0,22,12,0
3425,1.686,0.078,238.9,7.6,0,2,18,14,5,20
3426,4.782,0.228,238.54,20.2,0,0,18,13,2,18
3427,1.842,0.15,236.6,7.8,0,18,1,4,11,19
3428,0.346,0.178,235.92,1.6,0,1,0,31,8,1
3429,0.324,0.068,240.2,1.4,0,0,1,2,10,1
3430,0.462,0.222,243.29,2.0,0,1,0,24,10,1
3431,0.356,0.102,241.71,1.6,0,0,0,20,11,0
3432,1.394,0.19,237.92,5.8,0,2,18,17,6,20
3433,2.39,0.0,239.69,10.0,0,0,17,4,4,17
3434,2.462,0.2,241.71,10.2,0,1,19,22,7,20
3435,3.41,0.0,240.49,14.0,0,0,17,23,12,17
3436,1.364,0.248,237.55,5.8,0,1,0,31,12,1
3437,0.65,0.132,242.4,2.6,0,1,1,9,10,2
3438,0.318,0.09,244.44,1.4,0,0,0,18,2,0
3439,1.322,0.144,237.29,5.6,0,1,17,23,9,18
3440,1.812,0.102,240.18,7.6,0,0,17,22,11,17
3441,0.234,0.136,243.26,1.0,0,0,0,12,7,0
3442,1.362,0.22,238.9,5.6,0,2,18,7,7,20
3443,0.334,0.124,243.35,1.4,0,0,1,31,3,1
3444,1.368,0.092,239.83,5.6,0,0,18,3,11,18
3445,0.228,0.09,231.53,1.0,0,0,0,19,7,0
3446,1.392,0.0,245.4,5.6,0,0,19,2,4,19
3447,1.324,0.0,242.88,5.4,0,0,19,21,1,19
3448,0.204,0.144,242.76,1.0,0,0,0,15,8,0
3449,1.956,0.104,241.55,8.0,0,1,18,14,5,19
3450,0.896,0.228,241.45,3.8,0,1,12,1,6,13
3451,0.236,0.096,243.46,1.0,0,0,0,19,7,0
3452,1.374,0.076,240.05,5.6,0,0,18,18,3,18
3453,1.284,0.0,239.54,5.2,0,0,18,14,11,18
3454,2.344,0.0,237.73,9.8,0,1,18,17,2,19
3455,0.134,0.0,237.66,0.6,0,0,0,7,5,0
3456,0.344,0.294,235.14,1.8,0,1,0,21,7,1
3457,2.936,0.122,243.76,12.4,0,0,19,16,12,19
3458,0.398,0.276,245.53,2.0,0,1,0,16,1,1
3459,0.374,0.108,237.94,1.6,0,0,0,9,12,0
3460,0.25,0.154,238.19,1.2,0,0,0,1,8,0
3461,0.366,0.23,239.48,1.8,0,1,1,17,6,2
3462,2.364,0.452,239.78,10.0,1,2,17,17,2,20
3463,1.27,0.052,236.87,5.2,0,0,18,15,5,18
3464,0.292,0.0,243.61,1.2,0,0,0,29,1,0
3465,2.288,0.43,235.72,9.8,0,2,18,27,3,20
3466,1.644,0.156,239.11,6.8,0,0,19,17,5,19
3467,0.328,0.098,240.69,1.4,0,0,0,29,5,0
3468,0.454,0.09,245.02,2.0,0,1,1,30,4,2
3469,0.34,0.104,240.58,1.4,0,0,1,12,10,1
3470,1.52,0.07,241.45,6.2,0,0,19,22,5,19
3471,1.854,0.514,242.64,7.8,0,0,0,15,1,0
3472,1.798,0.048,243.76,7.4,0,0,19,27,12,19
3473,0.26,0.0,244.81,1.0,0,0,0,16,4,0
3474,0.22,0.0,241.41,1.0,0,0,0,20,11,0
3475,2.36,0.148,241.93,9.6,0,0,19,3,2,19
3476,0.218,0.062,247.7,1.0,0,0,0,18,1,0
3477,0.344,0.056,239.7,1.6,0,0,0,22,11,0
3478,2.062,0.05,241.02,8.6,0,0,0,10,3,0
3479,0.292,0.0,241.78,1.2,1,0,0,9,4,1
3480,2.052,0.24,241.3,8.6,0,1,19,21,6,20
3481,5.424,0.206,232.53,23.2,0,34,16,27,3,50
3482,1.586,0.236,243.69,6.4,0,2,19,19,5,21
3483,0.354,0.0,242.08,1.6,0,0,0,19,2,0
3484,1.35,0.138,238.32,5.6,0,0,11,27,4,11
3485,0.268,0.114,241.09,1.2,0,0,1,2,6,1
3486,0.174,0.0,240.19,0.8,0,0,0,24,8,0
3487,1.33,0.076,238.39,5.6,0,0,18,12,10,18
3488,0.198,0.108,241.38,1.0,0,1,0,6,7,1
3489,2.568,0.144,237.0,10.8,0,0,0,21,11,0
3490,1.456,0.218,241.89,6.0,0,1,18,18,6,19
3491,0.662,0.242,241.47,3.2,0,2,0,6,2,2
3492,0.342,0.378,241.14,2.0,0,2,1,20,8,3
3493,1.39,0.076,239.71,5.8,0,0,19,29,4,19
3494,0.38,0.124,244.4,1.6,0,2,1,5,5,3
3495,0.954,0.252,238.19,4.2,0,0,12,11,7,12
3496,0.234,0.0,242.41,1.0,0,0,0,30,10,0
3497,4.646,0.106,232.44,20.0,0,34,0,29,12,34
3498,1.092,0.198,245.83,4.6,0,0,0,24,12,0
3499,0.266,0.124,237.71,1.2,0,0,0,28,7,0
3500,1.442,0.13,238.17,6.0,0,0,18,24,7,18
3501,0.226,0.054,244.08,1.0,0,0,0,11,1,0
3502,0.354,0.128,242.33,1.4,0,0,1,14,3,1
3503,0.122,0.0,240.94,0.6,0,0,0,23,6,0
3504,0.25,0.048,241.08,1.0,0,0,0,19,10,0
3505,1.402,0.0,238.34,5.8,1,0,0,20,4,1
3506,0.214,0.094,240.02,1.0,0,0,1,21,6,1
3507,0.212,0.086,239.8,1.0,0,0,1,5,7,1
3508,0.656,0.342,239.82,3.0,0,2,0,28,6,2
3509,1.636,0.054,241.98,6.6,0,0,18,20,1,18
3510,2.048,0.052,238.64,8.6,0,0,18,31,12,18
3511,0.232,0.0,245.81,0.8,0,0,1,12,11,1
3512,0.236,0.0,244.18,1.0,0,0,0,4,1,0
3513,0.378,0.254,240.62,1.8,1,0,1,16,8,2
3514,1.894,0.0,240.19,8.0,0,20,1,17,3,21
3515,4.332,0.092,233.35,18.6,0,1,17,29,6,18
3516,1.384,0.078,242.16,5.6,0,0,18,17,1,18
3517,1.534,0.126,239.25,6.4,2,0,0,29,9,2
3518,0.864,0.222,242.09,3.6,0,1,0,11,11,1
3519,0.394,0.0,243.44,1.6,0,0,1,30,7,1
3520,1.746,0.196,236.98,7.4,0,1,18,2,7,19
3521,0.108,0.0,240.37,0.4,0,0,0,16,8,0
3522,2.348,0.066,238.1,10.0,0,32,0,28,7,32
3523,0.192,0.106,243.26,0.8,0,0,0,30,8,0
3524,1.38,0.066,240.39,5.6,0,0,19,28,3,19
3525,2.754,0.172,232.55,11.8,37,0,0,16,9,37
3526,2.382,0.0,237.56,10.0,0,0,18,20,12,18
3527,1.576,0.22,241.77,6.6,0,2,19,13,9,21
3528,0.224,0.24,239.95,1.2,0,1,1,7,8,2
3529,0.486,0.212,243.41,2.2,0,1,1,18,4,2
3530,0.338,0.242,240.79,1.6,0,2,1,11,8,3
3531,0.206,0.094,240.48,1.0,0,0,0,18,9,0
3532,0.256,0.158,240.68,1.2,0,1,0,24,9,1
3533,0.174,0.0,241.98,0.8,0,0,1,7,6,1
3534,1.328,0.0,242.06,5.4,0,0,18,10,1,18
3535,0.672,0.338,242.85,3.0,1,0,1,28,11,2
3536,1.826,0.054,241.35,7.4,0,0,19,13,4,19
3537,5.004,0.38,235.57,21.2,43,2,0,17,9,45
3538,1.338,0.098,237.81,5.6,0,1,17,24,8,18
3539,0.328,0.122,250.34,1.4,0,0,0,2,2,0
3540,0.508,0.112,244.6,2.2,0,0,0,11,1,0
3541,0.2,0.11,242.21,1.0,0,1,0,6,7,1
3542,1.002,0.228,245.0,4.2,0,1,0,21,12,1
3543,1.398,0.054,236.44,6.0,0,0,18,22,5,18
3544,2.176,0.096,237.81,9.0,0,1,18,5,9,19
3545,0.678,0.26,241.31,3.0,0,1,1,14,9,2
3546,0.22,0.0,243.26,1.0,0,0,0,14,2,0
3547,2.604,0.13,242.72,10.6,0,37,1,20,6,38
3548,2.994,0.138,237.13,12.6,1,1,17,16,9,19
3549,2.09,0.204,240.15,8.8,0,0,18,7,12,18
3550,2.678,0.0,241.82,11.0,0,0,18,8,1,18
3551,1.572,0.0,241.31,6.4,0,1,19,9,10,20
3552,2.222,0.182,237.63,9.4,0,1,17,8,11,18
3553,2.104,0.136,239.9,8.8,0,0,18,29,4,18
3554,0.266,0.0,245.1,1.2,0,0,0,16,2,0
3555,0.734,0.08,245.59,3.0,0,1,0,23,12,1
3556,0.206,0.0,238.12,1.0,0,0,1,8,9,1
3557,0.246,0.0,248.52,1.0,0,0,1,31,1,1
3558,0.398,0.368,241.48,2.2,0,2,0,26,7,2
3559,0.082,0.0,242.94,0.2,0,0,1,18,8,1
3560,0.25,0.0,242.56,1.0,0,0,0,13,3,0
3561,1.534,0.23,239.09,6.4,0,1,18,22,4,19
3562,1.528,0.07,246.84,6.2,0,0,19,5,1,19
3563,0.158,0.0,240.15,0.6,0,0,1,6,8,1
3564,1.758,0.0,241.92,7.2,0,0,1,23,9,1
3565,2.518,0.164,240.52,10.4,0,0,19,19,6,19
3566,0.246,0.112,243.03,1.0,0,2,0,21,7,2
3567,1.376,0.052,236.75,5.8,1,0,18,17,10,19
3568,0.22,0.102,240.06,1.0,0,2,0,23,6,2
3569,3.61,0.378,238.54,15.2,0,7,18,30,1,25
3570,0.366,0.218,237.31,1.8,0,1,0,19,7,1
3571,0.228,0.0,245.67,1.0,0,0,0,19,1,0
3572,1.458,0.094,244.75,5.8,0,0,19,26,10,19
3573,0.384,0.054,239.88,1.8,0,0,0,22,9,0
3574,0.244,0.128,242.94,1.0,0,0,1,17,6,1
3575,1.284,0.076,237.56,5.4,0,0,18,6,5,18
3576,1.396,0.0,245.24,5.6,0,1,19,20,11,20
3577,2.404,0.114,240.05,10.0,0,0,0,3,2,0
3578,0.448,0.0,239.34,1.8,0,0,1,29,8,1
3579,1.652,0.348,243.08,7.4,0,1,1,4,1,2
3580,0.242,0.0,247.03,1.0,0,0,1,31,1,1
3581,0.33,0.078,243.08,1.4,0,0,1,5,11,1
3582,1.578,0.344,239.01,6.8,0,1,19,8,7,20
3583,1.574,0.056,238.03,6.6,0,0,17,20,3,17
3584,1.268,0.102,239.07,5.2,0,0,18,28,9,18
3585,1.466,0.072,246.08,6.0,0,1,19,20,11,20
3586,5.722,0.528,234.79,24.4,37,1,18,12,11,56
3587,2.442,0.236,239.59,10.2,0,0,18,16,3,18
3588,0.29,0.0,245.18,1.2,0,1,1,31,1,2
3589,0.232,0.0,245.56,1.0,0,0,1,25,5,1
3590,0.218,0.0,240.76,0.8,0,0,0,9,4,0
3591,0.344,0.142,238.92,1.6,0,0,0,26,2,0
3592,0.46,0.276,243.93,2.2,0,1,0,15,4,1
3593,1.182,0.22,242.82,4.8,1,0,0,8,10,1
3594,0.816,0.16,241.11,3.4,0,0,12,12,8,12
3595,0.26,0.166,234.27,1.2,0,1,0,18,7,1
3596,0.264,0.062,240.67,1.2,0,0,1,14,10,1
3597,0.212,0.124,241.66,1.0,0,1,1,5,8,2
3598,1.45,0.154,239.63,6.0,0,1,18,21,4,19
3599,0.46,0.222,242.53,2.0,0,0,0,23,6,0
3600,1.542,0.082,240.18,6.4,1,0,18,22,4,19
3601,1.89,0.112,237.55,8.0,0,0,18,9,3,18
3602,0.256,0.074,242.98,1.0,0,0,1,15,9,1
3603,0.234,0.088,240.89,1.0,0,0,1,5,8,1
3604,2.36,0.0,239.62,9.8,0,0,18,19,12,18
3605,1.414,0.0,243.31,5.8,0,0,18,28,2,18
3606,1.402,0.0,241.11,5.8,0,0,19,22,10,19
3607,0.29,0.048,244.21,1.2,0,0,0,11,12,0
3608,0.128,0.0,237.02,0.6,0,0,0,5,9,0
3609,1.304,0.0,243.66,5.2,0,0,19,29,10,19
3610,0.264,0.0,241.98,1.2,0,0,0,9,1,0
3611,2.546,0.0,238.47,10.6,0,0,18,24,11,18
3612,0.318,0.0,248.76,1.4,0,1,0,3,1,1
3613,1.35,0.076,240.37,5.6,0,1,19,27,8,20
3614,0.39,0.206,241.42,1.8,0,1,1,2,7,2
3615,0.178,0.0,240.39,1.0,0,0,0,13,7,0
3616,1.286,0.118,241.07,5.2,0,1,18,24,9,19
3617,0.888,0.318,241.55,3.8,0,0,11,26,9,11
3618,0.378,0.25,242.34,1.8,0,0,1,2,9,1
3619,0.388,0.226,240.66,1.8,0,1,0,2,11,1
3620,1.524,0.1,243.54,6.2,0,2,19,7,11,21
3621,0.31,0.0,243.71,1.4,0,0,0,11,2,0
3622,0.162,0.0,238.51,0.8,0,0,0,11,7,0
3623,1.932,0.342,245.41,8.0,0,1,19,29,1,20
3624,0.226,0.046,243.75,1.0,0,0,0,16,11,0
3625,1.496,0.0,239.09,6.2,0,0,18,23,9,18
3626,1.056,0.046,242.22,4.4,1,0,4,8,10,5
3627,0.382,0.362,241.68,2.2,0,2,0,6,8,2
3628,1.688,0.064,243.22,7.0,0,0,18,31,12,18
3629,2.694,0.056,237.67,11.2,1,0,18,17,2,19
3630,0.174,0.0,239.56,0.8,0,0,0,15,9,0
