Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
5/10/2007,01:36:00,0.208,0.056,241.870,0.800,0.000,0.000,0.0
6/11/2008,00:54:00,0.232,0.054,240.890,1.000,0.000,0.000,0.0
14/5/2008,20:37:00,2.474,0.336,239.330,10.400,0.000,1.000,19.0
27/3/2007,10:27:00,0.256,0.000,240.420,1.000,0.000,0.000,0.0
27/1/2007,19:00:00,2.540,0.126,236.390,10.600,0.000,0.000,0.0
13/3/2009,07:03:00,2.822,0.000,243.030,11.600,0.000,0.000,19.0
26/4/2007,16:16:00,0.122,0.000,237.200,0.600,0.000,0.000,0.0
6/10/2008,02:47:00,1.360,0.000,237.890,5.600,2.000,0.000,18.0
17/5/2007,00:57:00,0.224,0.000,237.200,1.000,0.000,0.000,0.0
14/5/2007,20:28:00,1.378,0.378,236.710,6.000,0.000,1.000,0.0
18/8/2010,07:46:00,?,?,?,?,?,?,
16/3/2007,17:36:00,1.290,0.074,239.190,5.400,0.000,0.000,0.0
20/8/2007,18:27:00,0.188,0.116,241.880,0.800,0.000,0.000,0.0
2/4/2010,00:20:00,1.410,0.064,244.120,5.600,0.000,0.000,19.0
21/1/2009,03:24:00,0.330,0.096,246.050,1.400,0.000,0.000,0.0
18/5/2009,04:37:00,0.276,0.000,241.280,1.200,0.000,0.000,1.0
14/4/2008,17:28:00,0.448,0.264,242.980,2.000,0.000,1.000,1.0
9/6/2010,11:52:00,0.486,0.238,241.630,2.200,0.000,0.000,0.0
12/10/2007,21:04:00,2.150,0.174,235.950,9.000,0.000,1.000,17.0
11/11/2010,20:24:00,2.184,0.0,231.88,9.4,0.0,0.0,17.0
2/4/2008,21:31:00,3.114,0.000,234.920,13.200,1.000,0.000,17.0
27/1/2007,08:26:00,1.328,0.082,241.860,5.400,0.000,0.000,0.0
8/10/2007,22:42:00,1.386,0.046,242.640,5.600,0.000,0.000,18.0
28/10/2009,13:44:00,1.288,0.000,240.330,5.200,0.000,0.000,18.0
21/11/2010,17:07:00,0.216,0.07,235.03,1.0,0.0,0.0,0.0
21/1/2007,14:38:00,1.318,0.000,239.880,5.400,0.000,0.000,18.0
1/4/2007,15:36:00,1.432,0.076,241.950,5.800,0.000,2.000,18.0
5/11/2009,14:35:00,0.366,0.000,244.140,1.400,0.000,0.000,0.0
29/4/2007,19:19:00,?,?,?,?,?,?,
13/6/2010,22:43:00,0.732,0.106,241.550,3.200,1.000,0.000,1.0
3/2/2007,15:19:00,1.696,0.316,242.240,7.000,2.000,2.000,18.0
11/2/2008,13:48:00,0.222,0.000,241.710,1.000,0.000,0.000,0.0
8/8/2010,08:07:00,0.270,0.124,243.290,1.400,0.000,0.000,1.0
23/7/2007,00:31:00,0.236,0.110,237.120,1.200,0.000,1.000,0.0
14/10/2008,17:06:00,0.742,0.116,241.090,3.200,0.000,0.000,1.0
26/5/2008,10:44:00,1.604,0.226,240.880,6.800,0.000,1.000,19.0
17/7/2008,06:42:00,0.330,0.134,243.040,1.600,0.000,0.000,1.0
31/1/2008,21:06:00,3.266,0.214,238.180,13.800,1.000,0.000,18.0
28/2/2007,11:54:00,0.216,0.000,240.810,0.800,0.000,0.000,0.0
1/2/2007,05:45:00,1.290,0.000,240.290,5.200,0.000,0.000,18.0
10/1/2007,04:28:00,0.420,0.296,244.550,2.000,0.000,1.000,0.0
5/9/2009,23:51:00,0.580,0.106,245.800,2.400,0.000,0.000,1.0
24/7/2008,14:34:00,0.342,0.098,238.410,1.400,0.000,1.000,1.0
30/5/2009,21:20:00,0.296,0.166,242.560,1.400,0.000,1.000,0.0
7/8/2010,02:49:00,1.284,0.060,240.560,5.200,0.000,0.000,18.0
29/10/2010,08:55:00,0.4,0.0,245.66,1.8,0.0,0.0,0.0
13/2/2010,00:54:00,0.432,0.192,245.350,1.800,0.000,0.000,0.0
14/5/2009,22:45:00,0.996,0.000,239.760,4.200,0.000,3.000,1.0
1/12/2009,13:18:00,1.450,0.104,240.360,6.000,0.000,0.000,18.0
9/5/2010,11:35:00,1.544,0.322,240.750,6.400,0.000,0.000,18.0
17/4/2009,13:27:00,0.320,0.000,243.160,1.400,0.000,0.000,0.0
2/1/2008,03:48:00,0.352,0.056,246.650,1.600,0.000,0.000,0.0
5/1/2007,06:51:00,2.306,0.000,241.310,9.400,0.000,0.000,0.0
23/8/2009,09:36:00,2.048,0.374,241.550,8.600,0.000,0.000,30.0
12/3/2009,14:50:00,1.894,0.070,243.290,7.800,0.000,0.000,18.0
23/3/2010,00:09:00,0.336,0.132,242.690,1.400,0.000,0.000,1.0
14/5/2008,18:48:00,0.562,0.102,242.160,2.200,0.000,0.000,1.0
1/1/2007,16:41:00,1.466,0.136,242.310,6.000,0.000,0.000,18.0
13/10/2008,19:46:00,1.156,0.078,237.830,4.800,0.000,1.000,1.0
15/3/2010,22:39:00,1.098,0.174,241.250,4.600,0.000,0.000,11.0
15/3/2008,02:22:00,0.414,0.208,243.120,1.800,0.000,0.000,0.0
13/6/2007,02:33:00,0.114,0.000,241.060,0.400,0.000,0.000,0.0
28/6/2008,22:21:00,0.888,0.000,239.960,4.000,0.000,0.000,1.0
23/7/2009,20:08:00,1.278,0.096,241.960,5.200,0.000,0.000,19.0
3/12/2008,02:22:00,1.448,0.000,244.580,5.800,0.000,0.000,18.0
7/10/2008,09:55:00,1.496,0.000,234.340,6.400,0.000,0.000,17.0
27/4/2007,20:53:00,2.978,0.210,233.710,13.600,2.000,0.000,16.0
30/5/2009,06:10:00,0.482,0.244,244.690,2.200,0.000,1.000,1.0
4/3/2008,08:23:00,1.544,0.000,242.580,6.400,0.000,0.000,0.0
31/1/2010,07:35:00,0.438,0.226,244.710,2.000,0.000,0.000,0.0
1/1/2009,21:09:00,2.568,0.116,241.880,10.600,0.000,22.000,0.0
5/4/2010,23:43:00,0.236,0.000,246.010,1.000,0.000,0.000,1.0
5/6/2007,05:08:00,0.188,0.000,236.030,0.800,0.000,0.000,0.0
13/10/2008,20:49:00,1.112,0.046,236.570,4.600,0.000,0.000,0.0
20/4/2008,13:15:00,1.622,0.200,241.920,6.600,0.000,0.000,19.0
5/7/2007,22:30:00,2.962,0.226,240.150,12.200,1.000,0.000,17.0
29/4/2010,19:05:00,1.454,0.174,241.400,6.000,0.000,1.000,19.0
16/7/2008,03:46:00,0.322,0.248,240.140,1.600,0.000,2.000,1.0
24/2/2007,11:38:00,0.386,0.222,240.420,1.800,0.000,0.000,0.0
17/4/2008,09:00:00,1.482,0.092,240.480,6.200,0.000,1.000,19.0
25/6/2008,04:43:00,0.380,0.346,240.910,2.000,0.000,2.000,1.0
23/5/2009,07:24:00,1.930,0.000,239.680,8.400,0.000,0.000,19.0
28/12/2006,07:14:00,1.320,0.210,243.460,6.600,0.000,0.000,0.0
2/6/2010,13:57:00,0.346,0.184,238.760,1.600,0.000,0.000,1.0
28/3/2008,04:03:00,1.324,0.000,244.160,5.400,0.000,0.000,18.0
12/9/2008,13:46:00,0.146,0.000,240.660,0.600,0.000,0.000,1.0
9/4/2007,17:44:00,1.506,0.318,238.350,6.400,0.000,2.000,17.0
31/5/2009,19:43:00,0.274,0.000,239.860,1.200,0.000,0.000,1.0
26/7/2007,10:59:00,0.214,0.102,232.180,1.000,0.000,0.000,0.0
7/7/2009,23:55:00,0.310,0.114,244.550,1.400,0.000,0.000,1.0
4/7/2007,04:38:00,0.236,0.054,241.420,1.000,0.000,0.000,0.0
8/6/2010,08:37:00,1.664,0.054,238.380,7.000,2.000,0.000,18.0
6/9/2008,07:21:00,1.684,0.098,237.450,7.000,0.000,0.000,17.0
23/6/2009,23:07:00,1.970,0.202,243.320,8.000,0.000,0.000,19.0
2/4/2010,19:41:00,0.672,0.078,241.220,2.800,0.000,1.000,0.0
5/5/2007,08:12:00,1.456,0.196,233.720,6.200,0.000,0.000,17.0
1/8/2007,12:35:00,1.220,0.000,233.870,5.200,0.000,0.000,17.0
7/7/2008,13:10:00,0.138,0.000,239.410,0.600,0.000,0.000,1.0
10/5/2010,11:50:00,1.420,0.000,241.440,5.800,0.000,0.000,19.0
15/9/2007,04:37:00,0.414,0.340,239.910,2.200,0.000,1.000,0.0
19/4/2009,00:46:00,0.472,0.202,241.650,2.000,0.000,0.000,0.0
7/6/2009,17:48:00,1.302,0.306,238.990,5.600,0.000,1.000,11.0
16/3/2008,12:41:00,1.898,0.292,237.980,8.000,0.000,0.000,17.0
25/7/2007,21:35:00,0.220,0.118,236.800,1.000,0.000,0.000,0.0
18/11/2009,10:14:00,0.640,0.266,241.050,2.800,1.000,5.000,1.0
11/7/2007,16:21:00,0.210,0.098,242.620,1.000,0.000,0.000,0.0
23/4/2007,16:09:00,0.108,0.000,237.320,0.600,0.000,0.000,0.0
7/3/2009,02:08:00,0.272,0.000,248.110,1.200,0.000,0.000,0.0
22/8/2009,09:29:00,1.284,0.000,242.090,5.200,0.000,0.000,18.0
1/7/2008,03:54:00,0.302,0.232,240.170,1.600,0.000,0.000,1.0
11/6/2009,13:30:00,0.514,0.226,241.010,2.400,0.000,1.000,1.0
18/2/2008,22:49:00,0.652,0.000,240.290,2.600,0.000,0.000,0.0
29/9/2007,04:18:00,0.292,0.072,240.020,1.200,0.000,0.000,0.0
18/10/2008,17:38:00,0.674,0.088,239.450,2.800,0.000,0.000,1.0
14/9/2009,02:04:00,0.288,0.126,242.610,1.400,0.000,1.000,1.0
1/7/2010,13:18:00,0.930,0.000,241.640,3.800,0.000,1.000,1.0
21/11/2009,09:28:00,1.796,0.200,241.700,7.400,0.000,0.000,18.0
15/12/2008,20:08:00,2.374,0.000,241.390,9.800,0.000,0.000,0.0
31/10/2009,00:38:00,0.314,0.100,245.250,1.200,0.000,2.000,1.0
22/5/2010,01:53:00,0.502,0.208,239.920,2.200,0.000,0.000,0.0
9/10/2009,03:54:00,0.300,0.098,243.240,1.200,0.000,0.000,1.0
29/12/2009,10:18:00,2.508,0.584,241.300,10.600,0.000,2.000,18.0
3/11/2008,01:31:00,0.512,0.072,240.250,2.400,0.000,0.000,0.0
28/10/2009,21:38:00,4.362,0.174,235.850,18.400,37.000,1.000,18.0
2/7/2007,00:40:00,0.362,0.334,244.290,2.000,0.000,1.000,0.0
9/11/2007,18:01:00,1.790,0.086,236.690,7.600,0.000,0.000,17.0
26/7/2007,00:36:00,0.124,0.000,235.260,0.600,0.000,0.000,0.0
12/5/2010,22:54:00,1.396,0.170,243.280,5.800,0.000,0.000,0.0
23/9/2010,09:48:00,1.294,0.050,242.280,5.200,1.000,0.000,18.0
13/4/2010,20:33:00,1.356,0.068,235.510,5.600,0.000,0.000,18.0
3/3/2008,08:38:00,0.640,0.178,236.140,2.800,0.000,1.000,0.0
12/5/2009,22:59:00,3.606,0.208,237.580,15.200,0.000,38.000,0.0
15/3/2010,12:01:00,2.622,0.372,237.690,11.600,0.000,0.000,18.0
12/10/2010,04:07:00,0.262,0.066,239.860,1.200,0.000,0.000,0.0
13/3/2009,17:53:00,1.366,0.000,242.850,5.600,0.000,0.000,18.0
19/8/2009,13:02:00,0.470,0.168,242.500,2.000,0.000,0.000,1.0
1/9/2010,01:09:00,0.274,0.100,240.890,1.200,0.000,0.000,0.0
23/9/2007,04:48:00,1.308,0.164,238.070,5.400,0.000,1.000,18.0
2/3/2010,06:12:00,0.448,0.000,242.710,1.800,0.000,0.000,0.0
15/9/2009,01:12:00,0.184,0.000,242.820,0.800,0.000,0.000,0.0
7/9/2008,17:36:00,0.568,0.256,240.270,2.600,0.000,2.000,1.0
27/12/2006,06:47:00,0.480,0.170,247.580,2.200,0.000,1.000,0.0
14/7/2008,04:35:00,0.298,0.208,240.550,1.400,0.000,1.000,1.0
18/2/2008,08:08:00,1.304,0.000,241.260,5.400,0.000,0.000,18.0
6/1/2008,01:40:00,0.226,0.000,241.250,1.000,0.000,0.000,0.0
25/6/2010,10:01:00,1.380,0.214,237.800,5.800,0.000,2.000,18.0
13/5/2008,05:00:00,0.252,0.104,238.300,1.000,0.000,0.000,1.0
26/5/2010,18:19:00,0.476,0.000,238.640,2.000,0.000,0.000,1.0
21/5/2007,12:52:00,0.306,0.084,236.650,1.400,0.000,1.000,0.0
20/7/2007,02:26:00,0.284,0.196,235.490,1.400,0.000,0.000,0.0
7/10/2007,04:40:00,0.402,0.082,241.570,1.600,0.000,0.000,0.0
4/5/2008,03:21:00,0.404,0.212,243.390,1.800,0.000,2.000,1.0
30/1/2007,17:59:00,2.276,0.396,238.580,10.000,0.000,1.000,18.0
15/8/2010,16:37:00,2.630,0.212,238.800,11.000,0.000,38.000,0.0
12/6/2010,14:16:00,2.948,0.356,235.820,12.600,37.000,4.000,0.0
14/8/2009,03:53:00,1.320,0.124,241.660,5.400,0.000,1.000,19.0
22/2/2007,13:13:00,0.340,0.114,241.760,1.400,0.000,2.000,0.0
29/4/2007,05:43:00,?,?,?,?,?,?,
27/10/2010,04:53:00,0.348,0.090,246.920,1.400,0.000,0.000,1.0
9/8/2009,20:38:00,0.324,0.268,243.650,1.600,0.000,0.000,1.0
26/12/2008,20:45:00,0.356,0.054,243.050,1.400,0.000,0.000,0.0
26/4/2007,23:30:00,0.906,0.088,237.880,3.800,0.000,0.000,0.0
17/11/2010,06:00:00,0.254,0.0,244.75,1.2,0.0,0.0,0.0
3/3/2008,14:10:00,0.516,0.000,243.970,2.000,0.000,0.000,0.0
25/12/2006,22:35:00,6.216,0.088,236.170,26.200,38.000,0.000,0.0
5/3/2007,17:45:00,1.774,0.148,240.290,7.600,0.000,24.000,0.0
27/5/2010,20:33:00,2.158,0.194,238.890,9.000,0.000,0.000,18.0
22/8/2008,03:42:00,0.166,0.142,241.460,0.800,0.000,1.000,1.0
10/6/2007,06:39:00,0.190,0.098,242.120,0.800,0.000,0.000,0.0
21/2/2007,02:53:00,0.242,0.000,244.860,1.000,0.000,1.000,0.0
7/10/2010,14:00:00,1.534,0.046,242.110,6.400,0.000,0.000,18.0
6/1/2008,14:39:00,1.486,0.090,240.300,6.200,1.000,0.000,18.0
20/4/2007,05:15:00,0.268,0.176,238.520,1.400,0.000,1.000,0.0
4/7/2009,00:41:00,0.236,0.128,242.490,1.000,0.000,0.000,1.0
7/10/2008,18:29:00,0.596,0.000,238.300,2.400,0.000,0.000,1.0
16/6/2009,20:25:00,0.418,0.000,241.510,1.800,0.000,1.000,1.0
10/4/2009,10:27:00,1.376,0.000,242.690,5.600,0.000,0.000,18.0
23/11/2008,09:13:00,0.500,0.000,242.180,2.000,0.000,0.000,0.0
8/1/2007,10:17:00,1.256,0.000,237.480,5.200,0.000,0.000,17.0
9/8/2007,12:23:00,1.528,0.146,233.430,6.600,0.000,3.000,17.0
25/6/2010,02:02:00,0.252,0.106,239.090,1.200,0.000,0.000,1.0
20/9/2007,15:18:00,0.214,0.108,241.940,1.000,0.000,0.000,0.0
28/3/2010,21:09:00,3.856,0.420,234.520,16.400,36.000,6.000,1.0
27/1/2009,17:05:00,0.298,0.000,243.640,1.200,0.000,0.000,0.0
24/7/2008,20:18:00,0.600,0.378,240.300,3.200,0.000,2.000,3.0
24/10/2010,09:35:00,1.412,0.060,242.780,5.800,0.000,0.000,19.0
6/8/2007,19:51:00,0.298,0.206,235.190,1.600,0.000,0.000,0.0
30/3/2007,09:57:00,1.404,0.000,237.100,6.000,0.000,0.000,17.0
24/10/2009,12:36:00,3.982,0.488,235.350,17.000,38.000,1.000,17.0
2/1/2009,08:28:00,0.878,0.078,241.600,3.600,0.000,0.000,0.0
4/5/2007,20:26:00,1.846,0.338,233.970,8.000,1.000,0.000,0.0
23/4/2010,10:17:00,1.774,0.196,241.320,7.400,0.000,1.000,19.0
29/9/2009,17:48:00,0.548,0.074,241.510,2.200,0.000,0.000,1.0
8/9/2008,08:23:00,1.220,0.000,240.880,5.000,0.000,0.000,18.0
10/8/2009,02:44:00,0.338,0.270,244.300,1.800,0.000,0.000,1.0
26/8/2009,11:40:00,0.154,0.000,242.230,0.600,0.000,0.000,1.0
29/7/2010,16:47:00,0.408,0.330,239.070,2.200,0.000,1.000,0.0
14/2/2010,12:06:00,1.374,0.072,244.270,5.600,0.000,0.000,19.0
10/6/2007,23:02:00,0.736,0.088,241.910,3.000,0.000,0.000,0.0
9/8/2007,20:47:00,0.286,0.222,236.370,1.400,0.000,0.000,0.0
8/5/2010,09:22:00,0.478,0.052,241.240,2.000,0.000,0.000,1.0
20/10/2007,08:23:00,1.958,0.048,241.560,8.000,0.000,0.000,18.0
18/8/2009,22:16:00,1.868,0.360,241.850,7.800,0.000,2.000,18.0
1/2/2010,02:50:00,1.426,0.090,245.080,5.800,0.000,1.000,19.0
29/6/2007,05:07:00,0.128,0.000,240.540,0.600,0.000,0.000,0.0
23/8/2008,15:10:00,0.158,0.126,241.770,0.800,0.000,0.000,0.0
1/4/2010,11:03:00,1.470,0.202,240.640,6.000,0.000,1.000,18.0
17/6/2010,15:27:00,0.204,0.046,237.930,1.000,0.000,0.000,1.0
27/1/2007,01:07:00,0.310,0.134,243.020,1.400,0.000,0.000,0.0
9/12/2008,04:47:00,0.308,0.078,246.540,1.200,0.000,2.000,0.0
4/11/2007,19:48:00,1.882,0.000,235.900,8.000,0.000,1.000,17.0
22/7/2009,16:13:00,0.148,0.000,241.860,0.600,0.000,0.000,0.0
22/7/2010,16:06:00,0.246,0.102,240.360,1.000,0.000,1.000,1.0
19/3/2010,06:37:00,0.548,0.174,244.290,2.400,0.000,0.000,0.0
30/10/2007,06:21:00,0.204,0.000,241.530,0.800,0.000,0.000,0.0
15/8/2008,09:38:00,0.154,0.120,239.640,0.800,0.000,0.000,1.0
8/1/2009,20:15:00,3.478,0.000,243.050,14.200,0.000,0.000,18.0
17/7/2009,11:02:00,1.286,0.098,239.070,5.400,0.000,0.000,18.0
29/3/2010,19:37:00,0.926,0.064,235.640,3.800,0.000,0.000,1.0
19/5/2010,09:23:00,1.744,0.078,240.540,7.200,0.000,0.000,18.0
23/3/2007,20:01:00,0.414,0.178,237.480,2.000,0.000,1.000,0.0
30/6/2009,05:21:00,0.264,0.144,240.550,1.400,0.000,0.000,1.0
20/6/2009,14:46:00,0.482,0.080,238.810,2.800,0.000,0.000,6.0
16/12/2008,02:31:00,0.392,0.110,247.070,1.600,0.000,0.000,0.0
16/8/2009,01:16:00,1.336,0.220,238.660,5.600,0.000,0.000,1.0
3/10/2010,08:26:00,1.540,0.156,241.180,6.400,0.000,1.000,18.0
13/12/2009,14:34:00,4.126,0.266,243.610,16.800,39.000,0.000,18.0
23/11/2008,22:52:00,2.876,0.122,239.580,12.000,0.000,0.000,17.0
10/1/2009,06:28:00,1.316,0.058,244.390,5.400,0.000,0.000,18.0
23/4/2007,18:07:00,0.202,0.084,234.530,0.800,0.000,0.000,0.0
26/3/2007,08:05:00,1.530,0.000,241.840,6.200,0.000,0.000,18.0
12/11/2008,04:18:00,1.254,0.080,240.460,5.200,0.000,0.000,0.0
21/11/2010,16:51:00,0.386,0.182,239.18,1.8,0.0,1.0,0.0
4/6/2007,06:33:00,0.198,0.000,236.690,0.800,0.000,0.000,0.0
6/3/2009,03:55:00,1.400,0.066,242.930,5.800,0.000,0.000,18.0
2/9/2007,19:03:00,0.860,0.144,237.990,4.000,0.000,0.000,0.0
15/11/2009,03:03:00,1.566,0.234,242.330,6.400,1.000,2.000,18.0
21/6/2010,15:14:00,2.608,0.054,239.840,11.400,20.000,0.000,18.0
22/6/2007,20:10:00,0.204,0.112,238.660,1.000,0.000,1.000,0.0
11/7/2010,02:27:00,0.330,0.186,238.760,1.600,0.000,0.000,0.0
13/8/2009,19:45:00,?,?,?,?,?,?,
10/7/2008,14:52:00,0.234,0.152,242.410,1.000,0.000,0.000,0.0
2/5/2009,06:38:00,0.256,0.000,241.730,1.000,0.000,0.000,0.0
24/1/2008,16:11:00,0.522,0.078,244.980,2.400,0.000,0.000,0.0
9/9/2010,01:39:00,0.258,0.072,242.550,1.000,0.000,0.000,1.0
12/3/2010,06:42:00,0.322,0.124,244.740,1.400,0.000,1.000,1.0
25/11/2010,01:26:00,0.222,0.052,242.3,1.0,0.0,0.0,0.0
6/1/2008,11:45:00,0.748,0.096,240.180,3.000,0.000,0.000,0.0
6/12/2008,05:50:00,0.326,0.078,243.580,1.400,0.000,0.000,0.0
17/3/2008,20:17:00,1.424,0.120,243.200,5.800,0.000,1.000,0.0
4/11/2008,09:51:00,0.314,0.000,243.390,1.400,0.000,0.000,0.0
24/12/2006,07:41:00,1.998,0.128,241.220,9.000,0.000,0.000,0.0
1/1/2008,00:57:00,1.548,0.000,241.160,6.400,0.000,0.000,17.0
7/4/2008,02:22:00,0.366,0.138,246.370,1.600,0.000,0.000,1.0
21/2/2010,21:09:00,2.242,0.106,237.420,9.400,0.000,1.000,18.0
3/12/2008,16:01:00,0.666,0.148,245.200,2.800,0.000,0.000,0.0
10/9/2007,01:25:00,0.202,0.102,239.280,1.000,0.000,0.000,0.0
16/4/2010,17:03:00,1.326,0.058,241.650,5.400,0.000,0.000,18.0
11/4/2009,20:25:00,5.352,0.512,236.430,22.600,39.000,2.000,23.0
30/1/2010,16:35:00,3.446,0.342,241.790,15.200,26.000,0.000,19.0
3/2/2007,08:37:00,2.830,0.206,240.550,11.800,0.000,0.000,0.0
2/8/2010,02:47:00,0.336,0.238,241.210,1.600,0.000,2.000,1.0
3/2/2010,18:17:00,1.648,0.052,241.210,6.800,0.000,0.000,1.0
6/2/2009,17:46:00,2.338,0.208,239.760,9.800,0.000,0.000,17.0
14/11/2009,13:23:00,1.914,0.322,239.390,8.000,0.000,0.000,18.0
29/7/2009,17:48:00,0.302,0.100,242.690,1.200,1.000,0.000,1.0
13/5/2010,07:27:00,0.250,0.000,240.190,1.000,0.000,0.000,1.0
12/11/2009,05:19:00,0.334,0.120,246.960,1.400,0.000,0.000,0.0
19/2/2009,19:57:00,0.300,0.062,240.330,1.200,0.000,0.000,0.0
25/6/2009,15:26:00,0.244,0.112,242.750,1.000,0.000,0.000,1.0
24/8/2007,18:28:00,0.280,0.110,240.190,1.200,0.000,1.000,0.0
16/2/2007,05:46:00,0.422,0.000,240.950,2.000,0.000,0.000,0.0
27/6/2007,08:03:00,3.194,0.000,237.630,13.400,0.000,32.000,17.0
3/5/2009,13:35:00,0.514,0.080,242.290,2.200,0.000,0.000,1.0
15/4/2009,07:10:00,2.568,0.000,239.570,10.600,0.000,0.000,18.0
16/4/2007,07:48:00,1.480,0.106,240.260,6.200,0.000,2.000,18.0
28/3/2008,14:35:00,1.312,0.000,243.820,5.400,0.000,0.000,19.0
1/1/2010,17:30:00,1.340,0.000,242.360,5.400,0.000,0.000,1.0
1/2/2007,14:38:00,0.240,0.000,241.970,1.000,0.000,0.000,0.0
13/4/2010,22:06:00,0.856,0.094,240.380,3.600,0.000,1.000,0.0
8/2/2007,14:24:00,0.314,0.140,247.130,1.400,0.000,0.000,0.0
13/6/2007,09:15:00,1.320,0.210,238.630,5.600,0.000,0.000,17.0
26/12/2006,12:18:00,2.484,0.220,239.110,10.400,0.000,1.000,18.0
26/8/2008,12:26:00,0.082,0.000,241.490,0.200,0.000,0.000,1.0
5/7/2009,14:46:00,0.398,0.078,242.440,1.800,0.000,0.000,0.0
3/7/2007,07:02:00,1.094,0.110,242.150,5.000,0.000,1.000,9.0
9/10/2008,07:21:00,4.344,0.480,233.480,18.800,0.000,0.000,18.0
20/11/2008,12:15:00,1.416,0.000,238.620,5.800,0.000,0.000,18.0
20/12/2006,20:03:00,3.326,0.288,235.880,14.000,0.000,0.000,17.0
3/7/2008,21:30:00,3.290,0.140,238.190,14.400,1.000,19.000,18.0
18/7/2009,02:21:00,0.230,0.106,242.690,1.000,0.000,2.000,1.0
21/2/2009,10:34:00,0.668,0.312,241.440,3.000,0.000,2.000,0.0
28/2/2009,13:09:00,1.498,0.086,242.890,6.200,0.000,0.000,19.0
5/2/2009,22:56:00,1.480,0.082,243.590,6.000,0.000,0.000,19.0
28/4/2008,09:09:00,0.342,0.106,239.470,1.400,0.000,0.000,1.0
1/5/2008,15:28:00,0.426,0.224,242.770,2.000,0.000,0.000,0.0
25/10/2008,06:38:00,0.562,0.166,241.470,2.400,0.000,0.000,0.0
15/9/2009,07:54:00,1.558,0.000,241.620,6.400,0.000,0.000,19.0
22/9/2010,04:52:00,1.208,0.064,239.990,5.000,0.000,0.000,18.0
3/8/2010,09:48:00,0.438,0.244,242.060,2.000,0.000,2.000,1.0
23/5/2007,15:21:00,2.172,0.200,233.820,9.400,0.000,31.000,0.0
1/2/2008,14:02:00,1.592,0.000,242.260,7.000,0.000,0.000,18.0
24/7/2010,04:45:00,0.408,0.338,240.120,2.200,0.000,2.000,1.0
22/2/2010,04:09:00,0.254,0.000,242.320,1.000,0.000,0.000,1.0
31/5/2009,14:31:00,0.140,0.000,243.310,0.600,0.000,0.000,1.0
21/5/2009,01:56:00,0.328,0.128,242.830,1.400,0.000,0.000,0.0
3/8/2009,02:09:00,0.138,0.000,241.990,0.600,0.000,0.000,1.0
18/8/2008,18:48:00,0.080,0.000,239.690,0.200,0.000,0.000,1.0
8/7/2009,22:50:00,1.640,0.260,242.990,6.800,0.000,2.000,19.0
11/2/2008,04:51:00,0.226,0.000,242.910,1.000,0.000,0.000,0.0
6/1/2007,10:58:00,1.848,0.222,234.920,8.000,0.000,0.000,0.0
30/4/2007,23:04:00,1.130,0.226,236.820,4.800,0.000,1.000,0.0
28/12/2006,20:24:00,1.600,0.264,241.670,6.600,0.000,0.000,0.0
18/10/2007,18:12:00,0.322,0.074,238.980,1.400,0.000,1.000,0.0
5/7/2008,13:28:00,1.662,0.246,238.110,7.000,1.000,5.000,18.0
5/7/2010,16:40:00,1.496,0.322,242.510,6.200,0.000,1.000,19.0
27/8/2009,10:52:00,0.152,0.000,240.820,0.600,0.000,0.000,0.0
6/5/2009,13:40:00,0.492,0.070,241.530,2.200,0.000,0.000,0.0
6/8/2008,14:54:00,0.082,0.000,241.510,0.200,0.000,0.000,0.0
21/2/2010,04:30:00,0.352,0.000,244.030,1.400,0.000,0.000,1.0
18/2/2008,07:10:00,2.816,0.000,238.280,11.800,0.000,0.000,18.0
9/8/2009,20:12:00,2.124,0.596,240.920,9.200,0.000,2.000,0.0
21/12/2008,20:09:00,2.774,0.000,238.260,11.600,0.000,0.000,17.0
20/9/2008,13:28:00,1.334,0.112,240.920,5.400,0.000,1.000,19.0
4/1/2009,05:19:00,0.436,0.000,250.000,1.800,0.000,0.000,0.0
15/1/2008,09:03:00,1.572,0.204,241.700,6.600,0.000,1.000,18.0
13/10/2009,13:53:00,0.506,0.170,239.500,2.200,0.000,1.000,1.0
18/9/2010,12:31:00,0.158,0.046,242.160,0.800,0.000,0.000,1.0
29/4/2008,03:22:00,0.352,0.118,243.360,1.400,0.000,0.000,1.0
18/7/2010,14:02:00,0.232,0.090,240.000,1.000,0.000,0.000,1.0
28/4/2007,23:33:00,?,?,?,?,?,?,
30/12/2008,02:15:00,0.316,0.110,248.630,1.200,0.000,0.000,0.0
28/9/2009,15:18:00,0.200,0.088,241.010,0.800,0.000,0.000,1.0
9/6/2009,05:20:00,0.214,0.000,243.770,1.000,0.000,0.000,0.0
18/12/2009,12:58:00,0.488,0.066,247.900,2.000,0.000,2.000,0.0
31/8/2010,13:02:00,0.682,0.476,239.160,3.400,0.000,1.000,0.0
4/7/2008,04:10:00,0.912,0.220,240.010,3.800,0.000,1.000,12.0
27/2/2010,01:21:00,0.346,0.078,242.150,1.400,0.000,0.000,1.0
6/10/2010,06:06:00,0.396,0.164,241.860,1.800,0.000,1.000,1.0
17/10/2010,09:48:00,0.328,0.094,243.010,1.400,0.000,1.000,0.0
17/10/2007,21:38:00,3.002,0.058,238.790,12.600,0.000,0.000,17.0
