Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.216,0.0,239.14,1.0,0,0,0,20,4,0
0.154,0.0,241.22,0.6,0,0,1,16,7,1
0.32,0.116,243.53,1.4,0,0,0,26,2,0
0.082,0.0,242.17,0.2,0,0,0,15,8,0
1.29,0.0,240.88,5.2,0,0,18,9,1,18
1.832,0.0,237.11,7.6,0,0,17,4,4,17
1.898,0.294,245.31,7.8,0,1,1,24,10,2
1.762,0.146,245.86,7.2,2,0,20,15,12,22
1.53,0.346,238.72,6.4,0,1,17,28,3,18
0.298,0.108,243.18,1.2,0,0,0,18,1,0
2.128,0.32,238.69,9.0,0,0,25,15,9,25
1.45,0.088,237.57,6.0,0,0,18,12,5,18
0.338,0.0,245.95,1.4,0,0,0,5,1,0
1.298,0.0,240.4,5.4,0,0,18,20,1,18
0.222,0.048,243.06,1.0,0,0,0,9,12,0
1.506,0.0,242.23,6.2,0,0,18,1,2,18
1.6,0.0,239.41,6.6,0,0,17,11,4,17
0.258,0.154,239.01,1.4,0,0,0,13,9,0
0.404,0.084,242.12,1.8,0,0,1,22,5,1
2.182,0.18,242.28,9.0,1,0,19,22,1,20
3.77,0.308,239.25,15.8,39,0,18,12,9,57
4.638,0.246,238.34,19.8,1,46,18,14,1,65
1.31,0.0,242.97,5.4,0,0,19,6,2,19
2.374,0.096,238.93,9.8,0,0,18,27,5,18
1.59,0.056,235.91,6.6,0,0,18,12,11,18
5.77,0.136,232.81,24.8,0,0,17,4,10,17
0.884,0.104,242.43,3.6,1,1,0,16,2,2
1.502,0.06,242.74,6.2,0,0,19,20,11,19
1.412,0.0,245.34,5.8,0,0,19,8,1,19
0.448,0.226,244.37,2.0,0,1,0,14,5,1
0.318,0.0,244.86,1.4,0,0,0,16,4,0
1.4,0.148,242.0,5.8,0,2,17,7,1,19
0.382,0.06,238.23,1.6,0,1,0,3,10,1
0.326,0.078,241.53,1.4,0,0,1,19,5,1
0.348,0.102,241.84,1.4,0,0,0,13,3,0
0.402,0.38,242.85,2.2,0,2,1,29,8,3
0.648,0.084,240.24,3.0,0,0,0,23,10,0
0.26,0.1,241.73,1.2,0,0,0,17,8,0
0.158,0.0,241.02,0.8,0,0,0,2,8,0
2.418,0.0,239.67,10.0,0,0,17,1,4,17
1.496,0.25,239.29,6.2,0,1,19,17,7,20
0.356,0.1,240.21,1.4,0,1,0,24,7,1
1.684,0.048,238.96,7.0,0,1,18,13,4,19
3.916,0.256,238.0,16.4,38,0,18,23,3,56
1.894,0.07,242.36,7.8,0,0,19,20,10,19
1.758,0.0,242.91,7.2,1,0,19,26,12,20
2.074,0.134,226.68,9.2,0,0,16,26,5,16
0.63,0.366,240.87,3.0,0,0,1,4,10,1
0.556,0.092,239.25,2.4,0,0,0,1,5,0
2.476,0.05,240.97,10.2,0,0,18,24,11,18
0.29,0.05,246.82,1.2,0,0,0,31,12,0
0.216,0.0,239.95,1.0,0,0,0,16,10,0
0.52,0.0,242.56,2.4,0,0,1,14,4,1
1.318,0.0,240.16,5.4,3,0,18,20,3,21
1.264,0.0,236.64,5.2,0,0,18,3,10,18
2.552,0.184,241.02,10.6,0,2,19,21,4,21
0.356,0.128,244.14,1.4,0,0,1,17,4,1
2.496,0.0,238.22,10.4,2,0,18,12,2,20
0.262,0.126,241.47,1.2,0,0,1,19,9,1
0.7,0.11,241.8,2.8,0,0,0,24,10,0
3.302,0.338,232.64,14.2,0,36,0,30,5,36
0.354,0.09,240.7,1.4,0,0,0,13,5,0
1.41,0.078,238.58,6.0,1,0,1,3,9,2
0.548,0.218,239.73,2.4,0,1,0,1,7,1
1.594,0.0,238.84,6.6,0,0,18,12,2,18
1.514,0.146,248.58,6.0,0,0,20,28,12,20
1.76,0.216,241.08,7.2,0,1,19,26,1,20
0.164,0.0,238.91,0.6,0,0,0,5,8,0
2.706,0.334,238.82,11.4,0,1,18,2,2,19
1.482,0.0,240.05,6.2,0,0,18,22,2,18
0.404,0.07,244.37,1.6,0,0,1,30,7,1
0.278,0.054,242.28,1.2,0,1,0,18,3,1
2.232,0.05,243.89,9.2,1,0,18,18,1,19
0.338,0.224,241.15,1.6,0,0,1,2,8,1
0.168,0.06,244.04,0.8,0,0,1,5,9,1
1.422,0.1,244.01,5.8,0,0,18,14,3,18
1.602,0.332,243.59,6.6,0,2,19,18,6,21
1.272,0.08,236.64,5.4,0,1,0,13,10,1
1.548,0.14,241.82,6.6,0,18,0,5,5,18
1.466,0.298,235.24,6.4,1,2,0,31,5,3
0.25,0.074,243.05,1.0,0,0,1,7,6,1
0.53,0.234,239.68,2.6,0,1,0,4,9,1
2.71,0.304,237.78,11.4,0,39,0,19,4,39
1.358,0.092,241.54,5.6,0,0,19,24,8,19
1.568,0.118,243.15,6.4,0,1,19,18,4,20
0.258,0.096,240.52,1.2,0,0,0,8,7,0
1.52,0.292,238.47,6.4,0,1,18,29,4,19
0.254,0.0,246.34,1.0,0,0,1,27,12,1
0.178,0.152,241.22,0.8,0,0,1,27,8,1
1.598,0.056,239.9,6.6,0,0,0,21,11,0
1.34,0.09,240.68,5.4,0,1,19,1,6,20
0.554,0.09,242.04,2.4,0,1,0,5,5,1
1.91,0.18,238.19,8.0,0,2,18,11,4,20
0.42,0.19,242.8,1.8,0,1,1,10,5,2
2.092,0.0,243.4,8.6,0,0,19,30,1,19
0.524,0.25,247.33,2.4,0,1,0,22,1,1
2.418,0.08,236.53,10.2,1,1,17,29,3,19
1.29,0.0,237.75,5.4,0,1,18,22,9,19
0.36,0.094,241.33,1.4,0,0,0,15,10,0
1.478,0.3,235.93,6.4,0,2,17,25,2,19
1.48,0.048,243.92,6.0,0,2,18,19,2,20
0.228,0.122,242.68,1.0,0,0,0,25,9,0
1.292,0.184,239.15,5.4,0,0,0,16,8,0
1.646,0.092,242.72,6.8,0,1,18,31,12,19
3.088,0.068,236.73,13.6,0,32,18,13,9,50
1.366,0.066,239.61,5.6,0,1,18,30,4,19
0.224,0.084,240.42,1.0,0,0,0,28,7,0
0.192,0.0,242.28,0.8,0,0,0,31,5,0
2.514,0.086,240.59,10.4,38,0,0,6,9,38
0.4,0.27,243.8,2.0,0,1,0,26,1,1
0.314,0.092,241.29,1.4,0,0,1,14,10,1
2.574,0.19,240.17,10.6,0,0,17,19,11,17
0.426,0.214,242.98,2.0,0,0,1,10,4,1
0.302,0.088,243.12,1.2,0,1,0,24,2,1
0.396,0.214,240.18,1.8,0,1,1,12,10,2
0.348,0.12,240.75,1.4,0,0,1,7,5,1
0.3,0.222,242.13,1.4,0,0,0,3,7,0
0.416,0.242,238.33,2.0,0,1,1,30,9,2
0.238,0.086,240.77,1.0,0,1,0,8,7,1
0.226,0.11,240.67,1.0,0,0,0,19,5,0
0.462,0.256,238.28,2.2,0,0,1,11,7,1
1.73,0.09,242.31,7.2,0,2,18,10,4,20
0.32,0.224,241.58,1.6,0,0,1,26,6,1
0.35,0.084,238.78,1.4,0,0,0,11,10,0
0.242,0.102,240.23,1.0,0,0,1,30,7,1
0.532,0.156,244.64,2.2,0,4,0,28,1,4
0.17,0.1,240.83,0.8,0,0,0,10,6,0
0.29,0.078,239.55,1.2,0,0,0,27,3,0
1.482,0.248,243.76,6.0,0,1,0,29,12,1
0.54,0.0,247.17,2.2,0,0,0,22,12,0
1.514,0.088,243.39,6.2,0,1,19,3,4,20
0.36,0.18,237.39,1.8,0,0,0,31,8,0
0.324,0.1,241.91,1.4,0,1,0,29,4,1
0.24,0.0,248.73,1.0,0,0,0,26,12,0
0.226,0.124,241.27,1.0,0,0,1,13,9,1
1.256,0.102,235.61,5.2,0,1,18,20,9,19
1.582,0.31,238.08,6.6,0,2,0,21,4,2
0.326,0.124,247.28,1.4,0,0,0,25,11,0
0.314,0.234,240.86,1.6,0,0,1,1,7,1
1.346,0.084,240.43,5.6,0,1,17,12,11,18
1.406,0.082,243.54,5.8,0,1,19,4,2,20
0.304,0.116,244.31,1.2,0,1,1,27,10,2
1.506,0.212,236.51,6.4,0,2,0,8,5,2
0.262,0.0,241.87,1.2,0,0,0,25,2,0
1.502,0.188,241.3,6.2,0,0,18,27,3,18
2.144,0.22,242.45,8.8,0,0,18,15,12,18
1.556,0.062,237.65,6.6,0,0,17,17,7,17
1.376,0.0,240.62,5.6,0,0,19,22,6,19
1.308,0.0,231.87,6.0,1,0,16,27,7,17
4.12,0.0,238.34,17.8,0,0,18,6,5,18
0.166,0.144,242.45,0.8,0,2,1,23,8,3
0.176,0.0,243.23,0.8,0,0,0,1,9,0
0.256,0.12,240.85,1.2,0,0,1,6,8,1
1.422,0.104,240.73,5.8,0,1,18,14,6,19
0.254,0.25,239.64,1.4,0,0,1,9,8,1
1.594,0.048,235.88,6.6,0,0,17,4,10,17
1.49,0.05,240.88,6.2,0,0,18,15,5,18
3.438,0.56,235.44,14.8,0,1,17,3,2,18
0.556,0.262,248.45,2.4,0,1,0,12,12,1
0.48,0.094,240.52,2.0,0,0,0,17,10,0
0.372,0.174,239.94,1.6,0,0,0,4,10,0
2.864,0.11,239.0,12.0,0,0,18,6,10,18
0.432,0.214,241.65,2.0,0,1,1,24,10,2
0.362,0.116,241.73,1.6,0,0,1,9,4,1
1.842,0.372,242.51,7.6,0,1,0,21,10,1
1.498,0.066,243.82,6.0,0,0,19,15,1,19
0.336,0.23,241.58,1.6,0,2,1,16,7,3
0.896,0.0,241.46,4.0,0,0,1,18,4,1
0.404,0.23,242.12,1.8,0,0,0,14,3,0
0.296,0.062,238.4,1.2,0,0,0,2,4,0
0.328,0.242,239.0,1.6,0,2,1,15,7,3
1.036,0.054,243.1,4.2,0,0,0,6,2,0
0.402,0.328,233.83,2.2,0,1,0,12,5,1
0.258,0.108,238.72,1.2,0,0,0,25,7,0
0.5,0.156,242.7,2.0,0,0,1,24,4,1
2.974,0.052,237.26,12.4,1,0,18,16,11,19
1.382,0.22,242.04,5.6,0,0,19,23,9,19
1.658,0.08,239.3,6.8,0,3,18,5,10,21
0.236,0.12,237.96,1.0,0,0,0,5,9,0
0.336,0.228,239.9,1.6,0,0,0,16,6,0
0.242,0.0,248.92,1.0,0,0,0,5,2,0
0.24,0.0,241.97,1.0,0,0,0,29,3,0
0.432,0.232,240.48,2.0,0,2,1,29,4,3
2.98,0.404,245.21,12.2,0,1,18,18,1,19
1.532,0.09,243.86,6.2,0,1,19,3,4,20
1.268,0.048,239.28,5.2,0,1,18,21,9,19
1.29,0.052,238.04,5.4,0,0,1,12,10,1
2.128,0.126,233.97,9.2,0,32,0,9,5,32
1.144,0.046,241.39,5.0,0,0,0,10,12,0
0.606,0.078,242.09,2.4,0,0,0,30,9,0
1.582,0.048,244.26,6.4,0,4,19,8,4,23
1.344,0.0,243.84,5.4,0,0,19,10,12,19
4.704,0.16,239.88,19.6,39,0,17,22,12,56
0.358,0.098,242.97,1.4,0,0,0,8,4,0
1.81,0.222,239.66,7.6,0,0,18,20,4,18
0.528,0.152,240.46,2.4,1,0,0,5,7,1
2.474,0.182,241.37,10.2,0,1,18,10,9,19
1.726,0.068,243.87,7.0,0,0,19,24,2,19
0.318,0.054,246.96,1.2,0,0,0,22,2,0
0.418,0.092,243.23,1.8,0,0,0,22,1,0
1.586,0.11,244.94,6.4,1,0,19,3,1,20
0.28,0.224,241.32,1.4,0,1,0,6,8,1
0.306,0.232,238.01,1.6,0,1,1,23,6,2
0.304,0.08,241.49,1.2,0,0,1,23,5,1
0.222,0.13,241.7,1.0,0,0,0,21,6,0
0.304,0.118,245.7,1.2,0,1,1,7,11,2
0.28,0.0,246.0,1.2,0,0,1,28,1,1
0.494,0.212,244.56,2.4,0,1,0,23,11,1
2.106,0.384,239.18,8.8,0,1,17,13,6,18
1.494,0.28,245.51,6.2,0,0,19,29,12,19
0.138,0.0,236.06,0.6,0,0,1,3,8,1
0.184,0.11,236.44,0.8,0,0,0,1,8,0
0.19,0.114,239.92,0.8,0,1,0,23,6,1
0.806,0.146,239.28,3.4,0,0,0,22,10,0
1.28,0.056,238.08,5.4,0,0,18,4,6,18
0.16,0.142,241.66,0.8,0,1,1,15,8,2
0.58,0.0,241.86,2.4,0,0,1,12,11,1
3.518,0.19,238.34,14.8,0,1,19,28,12,20
1.724,0.058,241.16,7.2,1,0,19,16,5,20
0.582,0.126,243.27,2.4,0,0,0,27,3,0
0.388,0.228,240.38,1.8,0,1,0,27,2,1
0.22,0.1,241.27,1.0,0,1,1,11,9,2
1.642,0.116,240.84,6.8,0,0,18,1,6,18
1.384,0.0,242.77,5.6,0,0,19,28,1,19
0.486,0.22,241.91,2.2,0,0,0,17,3,0
0.292,0.076,244.73,1.2,0,0,1,20,10,1
3.774,0.142,236.87,16.8,21,0,18,11,4,39
0.962,0.402,240.06,4.2,0,1,10,9,4,11
1.912,0.346,240.32,8.0,0,2,19,4,9,21
0.238,0.074,239.31,1.0,0,0,0,24,4,0
0.218,0.114,243.11,1.0,0,0,0,8,9,0
1.442,0.092,241.4,6.0,0,0,20,6,11,20
1.67,0.194,237.99,7.0,0,1,18,1,10,19
0.22,0.0,241.32,0.8,0,0,1,18,11,1
0.172,0.0,242.07,0.8,0,1,1,16,6,2
2.226,0.23,242.42,9.4,0,2,18,12,4,20
0.258,0.262,242.85,1.4,0,0,1,6,8,1
1.47,0.046,237.77,6.2,0,0,18,3,10,18
1.834,0.0,240.6,7.6,0,0,18,13,2,18
3.924,0.174,238.54,16.4,39,1,18,8,3,58
0.668,0.09,245.44,2.6,0,1,0,19,1,1
0.19,0.126,242.36,0.8,0,2,0,10,6,2
2.182,0.198,239.82,9.0,0,1,19,4,10,20
3.86,0.208,234.67,16.4,37,0,18,8,5,55
0.876,0.0,243.14,3.6,0,0,0,24,12,0
0.168,0.0,242.28,0.8,0,0,0,17,4,0
0.302,0.066,236.03,1.4,0,2,0,23,5,2
2.194,0.052,240.55,9.4,0,0,18,20,5,18
0.348,0.116,245.03,1.4,0,0,1,1,2,1
0.366,0.13,242.11,1.6,0,0,1,7,5,1
0.308,0.0,243.51,1.4,0,0,0,25,10,0
0.384,0.224,241.59,2.0,0,2,1,25,8,3
1.058,0.418,243.69,4.8,0,1,0,20,2,1
0.144,0.0,242.42,0.6,0,0,1,29,8,1
0.088,0.0,240.81,0.4,0,0,1,13,8,1
1.444,0.224,240.1,6.0,0,1,17,11,4,18
0.508,0.106,244.53,2.0,0,0,0,17,11,0
0.298,0.074,239.88,1.2,0,0,0,13,7,0
0.85,0.0,240.19,3.4,0,0,0,2,10,0
1.62,0.094,235.36,6.8,0,0,17,5,8,17
0.5,0.102,243.62,2.2,0,0,0,26,10,0
2.028,0.048,240.42,9.4,13,0,18,21,6,31
0.406,0.124,242.02,1.8,0,0,1,10,5,1
1.284,0.0,239.91,5.2,0,0,18,8,2,18
1.33,0.172,238.74,6.2,0,0,1,12,7,1
2.404,0.314,237.67,10.4,0,1,18,26,4,19
1.93,0.29,240.34,8.2,0,0,28,2,6,28
0.292,0.0,250.71,1.2,0,0,0,20,12,0
0.218,0.11,234.47,1.0,0,0,0,24,7,0
0.766,0.23,242.38,3.2,0,0,0,15,6,0
1.494,0.052,238.52,6.2,0,0,17,28,11,17
0.242,0.0,247.42,1.0,0,0,0,30,1,0
0.308,0.0,242.44,1.2,0,0,0,10,3,0
0.298,0.0,243.12,1.4,0,0,0,5,1,0
0.288,0.098,239.73,1.4,0,0,1,26,8,1
0.22,0.0,244.87,1.0,0,0,0,26,1,0
0.23,0.0,242.5,0.8,0,0,0,5,4,0
0.662,0.074,245.07,2.8,0,0,1,1,12,1
2.468,0.146,237.99,10.4,0,0,18,18,3,18
0.22,0.116,238.14,1.0,0,0,0,22,7,0
0.42,0.244,245.6,2.0,0,2,1,30,5,3
0.458,0.24,241.52,2.0,0,1,1,24,5,2
1.306,0.0,238.95,5.4,0,0,18,21,5,18
1.37,0.096,240.14,5.6,0,0,18,10,12,18
1.222,0.0,240.11,5.0,0,0,18,21,5,18
0.296,0.178,238.39,1.4,0,1,0,8,7,1
2.362,0.094,239.63,9.8,0,0,17,31,3,17
2.166,0.1,241.02,9.0,0,0,18,7,4,18
0.108,0.058,242.24,0.4,0,0,1,21,8,1
1.26,0.234,240.84,5.2,0,1,0,2,2,1
2.282,0.122,239.25,9.4,0,0,18,2,9,18
0.208,0.136,240.21,1.0,0,0,0,15,8,0
0.432,0.08,236.18,2.2,0,0,1,9,6,1
0.378,0.282,239.8,2.0,0,1,0,22,9,1
5.83,0.242,231.81,25.2,0,0,0,29,9,0
0.242,0.0,243.11,1.0,0,0,1,16,3,1
1.348,0.048,241.68,5.6,0,0,19,20,5,19
1.61,0.048,236.45,6.8,0,0,17,5,2,17
0.44,0.2,243.64,2.0,0,1,1,3,7,2
1.91,0.288,239.78,8.0,0,2,19,23,10,21
0.272,0.048,246.13,1.2,0,0,0,23,3,0
1.01,0.264,235.04,4.6,0,1,1,12,6,2
0.258,0.116,242.11,1.2,0,0,1,16,5,1
1.86,0.33,237.36,8.0,0,0,0,21,1,0
0.08,0.0,240.48,0.2,0,0,1,20,8,1
0.786,0.108,241.67,3.2,0,0,0,26,11,0
0.298,0.21,241.38,1.4,0,1,1,20,7,2
0.19,0.082,234.13,0.8,0,0,0,4,5,0
0.23,0.052,242.88,1.0,0,1,0,21,12,1
0.25,0.0,241.66,1.0,0,0,1,30,10,1
0.852,0.08,237.5,3.6,0,0,1,5,5,1
0.278,0.046,236.48,1.2,0,0,0,25,5,0
0.388,0.172,241.5,1.8,0,2,0,4,10,2
0.256,0.0,241.71,1.0,0,0,1,30,10,1
0.634,0.332,237.8,3.0,0,0,1,10,10,1
0.288,0.092,240.73,1.2,0,0,0,3,3,0
1.03,0.45,240.17,4.6,0,1,11,5,9,12
1.276,0.132,241.87,5.2,0,0,18,15,8,18
0.22,0.0,243.36,0.8,0,0,0,5,3,0
0.842,0.08,235.86,3.6,0,0,0,27,3,0
0.128,0.0,241.44,0.6,0,0,0,19,4,0
6.332,0.174,233.09,27.4,0,37,16,7,2,53
0.126,0.0,234.99,0.6,0,0,0,16,7,0
2.818,0.074,239.15,11.8,0,0,18,11,12,18
0.336,0.138,244.63,1.4,0,1,0,3,2,1
0.158,0.046,242.24,0.8,0,0,1,18,9,1
0.416,0.226,242.03,2.0,0,0,0,9,2,0
0.892,0.38,241.44,4.2,0,2,12,21,7,14
3.666,0.098,238.1,15.4,38,0,18,7,4,56
0.366,0.138,246.35,1.6,0,0,1,16,1,1
0.334,0.084,243.65,1.4,0,0,0,20,10,0
0.458,0.362,241.49,2.4,0,2,1,22,9,3
0.39,0.054,246.98,1.8,0,0,0,8,12,0
2.032,0.264,243.86,8.4,1,0,18,4,1,19
0.248,0.0,242.64,1.2,0,0,0,6,9,0
0.41,0.092,241.68,1.8,0,0,0,7,10,0
3.382,0.076,236.91,14.2,0,0,18,13,2,18
0.662,0.488,233.06,3.4,0,2,0,4,6,2
0.19,0.116,240.17,0.8,0,1,0,22,6,1
0.298,0.25,244.4,1.6,0,1,1,28,8,2
1.306,0.198,238.36,5.4,0,2,17,21,6,19
2.318,0.06,237.85,9.6,0,0,17,29,11,17
0.454,0.136,241.96,2.0,0,1,1,15,10,2
1.63,0.196,237.93,7.0,0,2,17,4,2,19
0.302,0.072,240.12,1.2,0,0,0,4,10,0
1.98,0.084,237.47,8.2,2,1,17,9,4,20
1.434,0.08,240.94,5.8,0,0,18,29,9,18
1.764,0.176,242.07,7.4,0,0,22,30,1,22
0.384,0.22,245.47,1.8,0,2,1,13,6,3
0.312,0.128,241.96,1.4,0,0,0,1,3,0
0.238,0.066,243.25,1.0,0,0,0,1,10,0
1.62,0.0,239.74,6.6,1,1,0,28,9,2
1.456,0.362,238.92,6.2,0,1,18,1,7,19
2.59,0.0,241.74,10.6,38,0,1,30,10,39
0.72,0.268,234.66,3.4,0,0,8,29,5,8
2.158,0.216,237.11,9.0,0,0,0,5,11,0
0.92,0.23,238.27,4.0,0,0,1,10,6,1
0.206,0.084,241.04,0.8,0,0,0,3,7,0
1.314,0.076,236.97,5.4,0,0,18,18,6,18
0.562,0.206,250.41,2.4,0,1,1,26,1,2
2.694,0.092,239.29,11.2,0,0,19,22,11,19
0.41,0.134,241.02,1.8,1,0,1,6,6,2
0.47,0.0,242.75,2.0,0,0,1,25,5,1
0.414,0.148,247.77,1.8,0,1,0,19,12,1
0.392,0.236,243.43,1.8,0,2,0,3,7,2
1.434,0.072,242.44,5.8,0,0,19,10,5,19
0.822,0.142,237.64,3.4,1,0,1,5,6,2
0.346,0.222,239.74,1.6,0,1,1,1,9,2
0.248,0.0,244.19,1.0,0,0,1,8,12,1
0.38,0.142,243.01,1.8,0,2,0,31,3,2
0.146,0.0,239.91,0.6,0,0,1,4,7,1
0.674,0.0,239.01,3.2,0,0,8,16,10,8
1.908,0.332,240.36,8.0,0,1,18,22,8,19
1.382,0.062,241.04,5.6,0,0,18,3,9,18
0.36,0.196,242.27,1.6,0,0,1,14,9,1
1.402,0.078,242.64,5.8,0,0,18,4,4,18
1.524,0.22,239.76,6.4,0,0,0,4,2,0
0.576,0.198,245.59,2.4,0,1,0,21,12,1
0.204,0.114,238.73,1.0,0,1,0,18,4,1
0.248,0.106,239.64,1.0,0,0,0,21,7,0
1.268,0.046,240.76,5.2,0,0,0,6,11,0
0.158,0.124,242.01,0.8,0,0,1,26,8,1
0.292,0.228,240.15,1.4,0,0,0,24,7,0
1.406,0.11,242.0,5.8,0,0,0,21,4,0
0.594,0.258,241.7,2.6,0,0,1,30,5,1
0.296,0.074,236.55,1.2,0,1,0,3,6,1
0.136,0.0,239.17,0.6,0,0,0,6,9,0
3.092,0.376,234.4,13.2,0,1,17,18,11,18
3.102,0.45,238.96,13.0,2,0,18,1,12,20
0.328,0.106,245.0,1.4,0,1,0,24,1,1
1.33,0.102,233.66,5.6,0,0,17,12,8,17
0.302,0.0,241.49,1.4,0,0,0,28,4,0
0.33,0.108,243.35,1.4,0,0,1,8,11,1
1.504,0.132,248.03,6.0,0,0,20,14,5,20
0.112,0.0,239.23,0.4,0,0,0,29,8,0
0.362,0.0,239.73,1.4,0,0,0,29,10,0
3.716,0.508,236.28,16.0,3,29,18,17,10,50
0.438,0.118,244.03,1.8,0,0,1,11,6,1
0.338,0.09,244.07,1.4,0,1,1,17,5,2
2.626,0.122,239.35,11.6,0,22,0,6,4,22
0.374,0.0,246.12,1.4,0,0,1,10,3,1
1.482,0.112,243.08,6.0,0,0,18,8,3,18
0.324,0.108,241.05,1.4,0,0,0,15,10,0
1.33,0.082,239.43,5.4,0,0,18,6,9,18
0.11,0.0,241.58,0.4,0,0,0,30,8,0
1.594,0.3,242.61,6.6,0,0,19,1,6,19
0.386,0.268,242.89,1.8,0,0,0,9,1,0
0.172,0.114,242.33,1.0,0,0,1,16,8,1
1.896,0.164,237.33,8.0,0,0,0,9,3,0
0.222,0.082,241.15,1.0,0,0,1,21,7,1
1.354,0.062,237.2,5.6,0,0,18,27,4,18
0.1,0.0,242.99,0.4,0,0,0,12,6,0
0.264,0.122,240.35,1.2,0,0,0,27,5,0
1.368,0.07,239.02,5.6,0,1,18,16,10,19
3.352,0.296,236.97,14.2,1,1,0,6,12,2
1.352,0.0,239.74,5.6,0,0,18,26,3,18
2.242,0.062,239.2,9.4,0,0,18,24,3,18
2.598,0.182,243.21,10.6,0,1,18,30,11,19
0.29,0.208,237.26,1.4,0,1,0,3,8,1
1.386,0.144,234.19,5.8,0,1,17,11,8,18
1.518,0.0,243.22,6.6,4,0,19,16,2,23
0.4,0.208,241.88,1.8,0,1,1,11,4,2
0.136,0.0,240.45,0.6,0,0,1,8,8,1
2.154,0.128,234.8,9.2,0,0,1,4,6,1
0.294,0.074,242.08,1.2,0,0,0,25,3,0
2.178,0.39,236.36,9.4,0,1,17,10,11,18
1.048,0.252,244.18,4.4,0,1,1,20,10,2
1.294,0.054,239.28,5.4,0,0,18,18,10,18
2.47,0.0,241.28,10.2,0,0,0,1,1,0
1.486,0.198,243.1,6.0,0,0,19,13,4,19
0.082,0.0,241.06,0.2,0,0,1,19,8,1
0.81,0.146,242.64,3.4,0,0,10,23,2,10
2.522,0.148,232.76,10.8,0,2,0,14,2,2
0.684,0.094,241.39,2.8,0,0,0,12,10,0
2.422,0.162,240.05,10.0,0,2,0,25,3,2
0.38,0.118,243.66,1.6,0,0,0,27,4,0
1.714,0.132,240.42,7.0,0,0,18,1,1,18
1.914,0.194,240.74,8.0,0,0,1,21,4,1
0.214,0.0,244.24,1.0,0,0,0,5,6,0
5.396,0.106,235.42,22.8,38,0,17,17,12,55
0.42,0.0,243.94,1.8,0,1,0,16,5,1
4.462,0.418,233.87,19.0,50,0,17,18,6,67
5.206,0.36,234.57,22.2,38,1,16,16,1,55
1.684,0.38,240.63,7.0,0,1,19,11,4,20
0.238,0.12,239.29,1.0,0,0,1,29,6,1
0.644,0.066,243.92,2.6,0,0,0,5,1,0
0.306,0.102,242.44,1.2,0,0,1,10,10,1
0.262,0.09,245.92,1.2,0,0,1,1,7,1
1.546,0.052,236.38,6.4,0,0,0,14,11,0
0.39,0.208,242.35,1.8,0,1,0,18,2,1
0.164,0.0,243.21,0.6,0,0,1,28,5,1
0.314,0.0,241.24,1.4,0,0,1,13,4,1
0.396,0.11,242.75,2.0,0,1,0,24,6,1
1.676,0.052,243.06,6.8,0,0,19,1,4,19
1.502,0.338,238.3,6.4,1,1,18,18,5,20
1.768,0.306,239.48,7.4,2,4,18,24,1,24
0.386,0.238,244.72,1.8,0,0,0,22,12,0
0.718,0.208,241.41,3.0,0,2,0,29,8,2
1.592,0.086,234.45,6.8,0,0,17,5,6,17
0.718,0.052,246.35,2.8,0,0,0,28,1,0
0.426,0.06,241.51,2.0,0,0,0,2,11,0
1.466,0.196,242.52,6.0,0,0,18,19,12,18
1.61,0.266,246.1,6.6,0,0,19,5,3,19
1.922,0.188,240.53,8.0,1,0,19,13,6,20
0.55,0.166,241.04,2.4,0,0,1,29,9,1
0.314,0.052,246.2,1.2,0,0,0,15,2,0
1.66,0.0,242.52,6.8,0,0,1,14,5,1
1.388,0.198,233.7,6.0,0,2,18,31,3,20
0.08,0.0,240.33,0.2,0,0,1,29,8,1
0.554,0.158,241.86,2.4,0,1,1,22,4,2
1.784,0.052,242.89,7.2,0,0,19,27,12,19
0.496,0.116,246.81,2.2,0,0,0,10,12,0
0.192,0.07,237.18,0.8,0,0,0,27,7,0
0.31,0.11,241.34,1.4,0,2,0,14,3,2
1.452,0.128,239.78,6.4,0,0,1,3,12,1
0.158,0.08,236.96,0.8,0,0,0,6,8,0
1.996,0.0,241.65,8.4,0,0,18,30,11,18
0.408,0.092,242.7,1.8,0,1,1,8,6,2
1.294,0.096,239.8,5.4,0,0,19,10,9,19
0.252,0.0,251.06,1.0,0,0,1,16,12,1
2.36,0.262,235.06,10.0,0,0,28,8,5,28
0.238,0.094,243.39,1.0,0,0,0,10,8,0
0.084,0.0,244.1,0.2,0,0,0,25,8,0
1.224,0.108,236.2,5.2,0,0,17,29,7,17
0.888,0.264,243.38,4.0,0,8,1,22,6,9
0.078,0.0,236.56,0.2,0,0,0,25,8,0
0.302,0.144,241.31,1.4,0,0,0,31,12,0
0.406,0.228,240.01,2.0,0,2,0,3,9,2
1.212,0.0,240.19,5.0,0,0,18,26,9,18
0.418,0.06,238.62,2.0,0,0,0,31,10,0
0.436,0.218,244.93,2.0,0,1,1,26,1,2
1.438,0.106,243.71,5.8,0,1,18,23,11,19
0.414,0.354,242.89,2.2,0,1,1,2,8,2
1.432,0.046,243.29,5.8,0,0,19,5,4,19
1.478,0.06,244.48,6.0,0,0,18,26,3,18
0.486,0.228,241.87,2.2,0,1,1,14,6,2
1.49,0.16,245.62,6.0,0,1,0,4,1,1
